"","call","put","strike","Share","symbol","trade_date","ex_date","libor_rate","volatility","t","new_libor"
"4151",18.8,19.915,170,169.350006103516,"JNJ",2022-03-11,2024-01-19,NA,20.769,2.69444444444444,0.0450688888888889
"4152",19.4,20.075,170,171.690002441406,"JNJ",2022-03-14,2024-01-19,NA,19.65,2.68253968253968,0.0450922222222222
"4153",21.14,19.913,170,176.139999389648,"JNJ",2022-03-15,2024-01-19,NA,19.824,2.67857142857143,0.0451
"4154",NA,20.705,170,174.520004272461,"JNJ",2022-03-16,2024-01-19,NA,20.424,2.67460317460317,0.0451077777777778
"4155",21.93,20.087,170,176.800003051758,"JNJ",2022-03-17,2024-01-19,NA,21.286,2.67063492063492,0.0451155555555556
"4156",20.87,19.654,170,174.839996337891,"JNJ",2022-03-18,2024-01-19,NA,21.357,2.66666666666667,0.0451233333333333
"4157",NA,19.681,170,175.830001831055,"JNJ",2022-03-21,2024-01-19,NA,20.517,2.6547619047619,0.0451466666666667
"4158",NA,19.511,170,175,"JNJ",2022-03-22,2024-01-19,NA,20.391,2.65079365079365,0.0451544444444444
"4159",NA,19.226,170,174.339996337891,"JNJ",2022-03-23,2024-01-19,NA,19.719,2.6468253968254,0.0451622222222222
"4160",21.75,19.749,170,175.240005493164,"JNJ",2022-03-24,2024-01-19,NA,19.72,2.64285714285714,0.04517
"4161",NA,19.191,170,176.919998168945,"JNJ",2022-03-25,2024-01-19,NA,20.175,2.63888888888889,0.0451777777777778
"4162",NA,19.719,170,177.830001831055,"JNJ",2022-03-28,2024-01-19,NA,20.553,2.62698412698413,0.0452011111111111
"4163",NA,19.339,170,177.830001831055,"JNJ",2022-03-29,2024-01-19,NA,19.873,2.62301587301587,0.0452088888888889
"4164",NA,20.194,170,177.740005493164,"JNJ",2022-03-30,2024-01-19,NA,19.997,2.61904761904762,0.0452166666666667
"4165",23.85,19.74,170,179.589996337891,"JNJ",2022-03-31,2024-01-19,NA,20.125,2.61507936507937,0.0452244444444444
"4166",NA,20.123,170,177.229995727539,"JNJ",2022-04-01,2024-01-19,NA,19.032,2.61111111111111,0.0452322222222222
"4167",22,19.948,170,176.470001220703,"JNJ",2022-04-04,2024-01-19,NA,19.339,2.59920634920635,0.0452555555555556
"4168",NA,19.765,170,176.470001220703,"JNJ",2022-04-05,2024-01-19,NA,20.236,2.5952380952381,0.0452633333333333
"4169",NA,20.025,170,177.610000610352,"JNJ",2022-04-06,2024-01-19,NA,19.931,2.59126984126984,0.0452711111111111
"4170",NA,20.779,170,182.229995727539,"JNJ",2022-04-07,2024-01-19,NA,20.708,2.58730158730159,0.0452788888888889
"4171",NA,20.586,170,181.759994506836,"JNJ",2022-04-08,2024-01-19,NA,20.058,2.58333333333333,0.0452866666666667
"4172",NA,20.686,170,179.839996337891,"JNJ",2022-04-11,2024-01-19,NA,21.38,2.57142857142857,0.04531
"4173",NA,20.77,170,179.839996337891,"JNJ",2022-04-12,2024-01-19,NA,20.982,2.56746031746032,0.0453177777777778
"4174",NA,20.508,170,179.899993896484,"JNJ",2022-04-13,2024-01-19,NA,19.984,2.56349206349206,0.0453255555555556
"4175",24.8,19.787,170,180.660003662109,"JNJ",2022-04-14,2024-01-19,NA,19.697,2.55952380952381,0.0453333333333333
"4176",NA,20.198,170,177.660003662109,"JNJ",2022-04-18,2024-01-19,NA,20.598,2.54365079365079,0.0453644444444444
"4177",NA,20.484,170,177.660003662109,"JNJ",2022-04-19,2024-01-19,NA,19.49,2.53968253968254,0.0453722222222222
"4178",NA,20.841,170,183.080001831055,"JNJ",2022-04-20,2024-01-19,NA,21.199,2.53571428571429,0.04538
"4179",NA,20.343,170,183.889999389648,"JNJ",2022-04-21,2024-01-19,NA,20.59,2.53174603174603,0.0453877777777778
"4180",NA,20.107,170,183.360000610352,"JNJ",2022-04-22,2024-01-19,NA,20.53,2.52777777777778,0.0453955555555556
"4181",27.9,21.175,170,186.009994506836,"JNJ",2022-04-25,2024-01-19,NA,20.407,2.51587301587302,0.0454188888888889
"4182",NA,21.028,170,186.009994506836,"JNJ",2022-04-26,2024-01-19,NA,21.077,2.51190476190476,0.0454266666666667
"4183",NA,21.048,170,184.679992675781,"JNJ",2022-04-27,2024-01-19,NA,22.264,2.50793650793651,0.0454344444444444
"4184",NA,21.337,170,182.100006103516,"JNJ",2022-04-28,2024-01-19,NA,21.668,2.50396825396825,0.0454422222222222
"4185",26.47,21.438,170,183.460006713867,"JNJ",2022-04-29,2024-01-19,NA,21.764,2.5,0.04545
"4186",NA,22.114,170,178.639999389648,"JNJ",2022-05-02,2024-01-19,NA,21.577,2.48809523809524,0.0454733333333333
"4187",NA,21.826,170,178.639999389648,"JNJ",2022-05-03,2024-01-19,NA,20.947,2.48412698412698,0.0454811111111111
"4188",NA,21.025,170,178.289993286133,"JNJ",2022-05-04,2024-01-19,NA,21.24,2.48015873015873,0.0454888888888889
"4189",23.5,22.227,170,180.199996948242,"JNJ",2022-05-05,2024-01-19,NA,21.144,2.47619047619048,0.0454966666666667
"4190",22.49,21.776,170,176.759994506836,"JNJ",2022-05-06,2024-01-19,NA,21.548,2.47222222222222,0.0455044444444444
"4191",NA,22.633,170,177.330001831055,"JNJ",2022-05-09,2024-01-19,NA,21.296,2.46031746031746,0.0455277777777778
"4192",NA,22.353,170,177.330001831055,"JNJ",2022-05-10,2024-01-19,NA,21.106,2.45634920634921,0.0455355555555556
"4193",23.75,21.848,170,177.089996337891,"JNJ",2022-05-11,2024-01-19,NA,21.897,2.45238095238095,0.0455433333333333
"4194",22.1,22.243,170,176.130004882812,"JNJ",2022-05-12,2024-01-19,NA,22.123,2.4484126984127,0.0455511111111111
"4195",22.39,21.134,170,177.869995117188,"JNJ",2022-05-13,2024-01-19,NA,21.217,2.44444444444444,0.0455588888888889
"4196",NA,21.184,170,178.080001831055,"JNJ",2022-05-16,2024-01-19,NA,20.898,2.43253968253968,0.0455822222222222
"4197",NA,21.485,170,178.080001831055,"JNJ",2022-05-17,2024-01-19,NA,21.206,2.42857142857143,0.04559
"4198",NA,21.905,170,178.820007324219,"JNJ",2022-05-18,2024-01-19,NA,21.74,2.42460317460317,0.0455977777777778
"4199",20.7,22.155,170,175.5,"JNJ",2022-05-19,2024-01-19,NA,22.093,2.42063492063492,0.0456055555555556
"4200",NA,22.132,170,173.940002441406,"JNJ",2022-05-20,2024-01-19,NA,22.074,2.41666666666667,0.0456133333333333
"4201",NA,22.186,170,179.440002441406,"JNJ",2022-05-23,2024-01-19,NA,21.912,2.4047619047619,0.0456366666666667
"4202",26,22.293,170,179.440002441406,"JNJ",2022-05-24,2024-01-19,NA,21.966,2.40079365079365,0.0456444444444444
"4203",25.7,21.892,170,181.399993896484,"JNJ",2022-05-25,2024-01-19,NA,21.968,2.3968253968254,0.0456522222222222
"4204",24.68,22.393,170,179.619995117188,"JNJ",2022-05-26,2024-01-19,NA,22.233,2.39285714285714,0.04566
"4205",NA,22.008,170,179.460006713867,"JNJ",2022-05-27,2024-01-19,NA,22.106,2.38888888888889,0.0456677777777778
"4206",24.42,22.073,170,179.529998779297,"JNJ",2022-05-31,2024-01-19,NA,21.533,2.37301587301587,0.0456988888888889
"4207",23.2,22.162,170,179.529998779297,"JNJ",2022-06-01,2024-01-19,NA,22.036,2.36904761904762,0.0457066666666667
"4208",NA,21.825,170,177.710006713867,"JNJ",2022-06-02,2024-01-19,NA,21.531,2.36507936507937,0.0457144444444444
"4209",23.81,21.77,170,177.149993896484,"JNJ",2022-06-03,2024-01-19,NA,21.921,2.36111111111111,0.0457222222222222
"4210",NA,21.799,170,176.399993896484,"JNJ",2022-06-06,2024-01-19,NA,21.729,2.34920634920635,0.0457455555555556
"4211",23.45,21.798,170,176.399993896484,"JNJ",2022-06-07,2024-01-19,NA,21.575,2.3452380952381,0.0457533333333333
"4212",NA,21.878,170,178.339996337891,"JNJ",2022-06-08,2024-01-19,NA,21.749,2.34126984126984,0.0457611111111111
"4213",22.94,21.727,170,177.279998779297,"JNJ",2022-06-09,2024-01-19,NA,21.633,2.33730158730159,0.0457688888888889
"4214",21.3,22.019,170,173.710006713867,"JNJ",2022-06-10,2024-01-19,NA,22.198,2.33333333333333,0.0457766666666667
"4215",21,23.085,170,170.809997558594,"JNJ",2022-06-13,2024-01-19,NA,22.501,2.32142857142857,0.0458
"4216",NA,22.117,170,170.809997558594,"JNJ",2022-06-14,2024-01-19,NA,22.101,2.31746031746032,0.0458077777777778
"4217",19.26,22.055,170,168.190002441406,"JNJ",2022-06-15,2024-01-19,NA,22.305,2.31349206349206,0.0458155555555556
"4218",NA,22.089,170,169.990005493164,"JNJ",2022-06-16,2024-01-19,NA,21.775,2.30952380952381,0.0458233333333333
"4219",19.4,22.36,170,170.080001831055,"JNJ",2022-06-17,2024-01-19,NA,22.127,2.30555555555556,0.0458311111111111
"4220",20.4,21.53,170,173.009994506836,"JNJ",2022-06-21,2024-01-19,NA,21.634,2.28968253968254,0.0458622222222222
"4221",23.95,21.816,170,173.009994506836,"JNJ",2022-06-22,2024-01-19,NA,21.793,2.28571428571429,0.04587
"4222",24.5,22.147,170,175.740005493164,"JNJ",2022-06-23,2024-01-19,NA,21.771,2.28174603174603,0.0458777777777778
"4223",26.85,21.663,170,179.660003662109,"JNJ",2022-06-24,2024-01-19,NA,22.014,2.27777777777778,0.0458855555555556
"4224",NA,21.645,170,182.119995117188,"JNJ",2022-06-27,2024-01-19,NA,21.68,2.26587301587302,0.0459088888888889
"4225",NA,21.667,170,182.119995117188,"JNJ",2022-06-28,2024-01-19,NA,21.631,2.26190476190476,0.0459166666666667
"4226",23.85,21.709,170,176.940002441406,"JNJ",2022-06-29,2024-01-19,NA,21.544,2.25793650793651,0.0459244444444444
"4227",NA,21.992,170,176.990005493164,"JNJ",2022-06-30,2024-01-19,NA,21.4,2.25396825396825,0.0459322222222222
"4228",23.97,21.669,170,177.509994506836,"JNJ",2022-07-01,2024-01-19,NA,21.979,2.25,0.04594
"4229",NA,21.515,170,178.139999389648,"JNJ",2022-07-05,2024-01-19,NA,21.432,2.23412698412698,0.0459711111111111
"4230",NA,21.531,170,178.139999389648,"JNJ",2022-07-06,2024-01-19,NA,21.521,2.23015873015873,0.0459788888888889
"4231",NA,21.549,170,178.300003051758,"JNJ",2022-07-07,2024-01-19,NA,21.403,2.22619047619048,0.0459866666666667
"4232",24.55,21.56,170,178.5,"JNJ",2022-07-08,2024-01-19,NA,21.41,2.22222222222222,0.0459944444444444
"4233",NA,21.499,170,178.350006103516,"JNJ",2022-07-11,2024-01-19,NA,21.617,2.21031746031746,0.0460177777777778
"4234",22.25,21.259,170,178.350006103516,"JNJ",2022-07-12,2024-01-19,NA,21.129,2.20634920634921,0.0460255555555556
"4235",NA,21.151,170,175.850006103516,"JNJ",2022-07-13,2024-01-19,NA,20.792,2.20238095238095,0.0460333333333333
"4236",20.38,21.144,170,175.440002441406,"JNJ",2022-07-14,2024-01-19,NA,20.854,2.1984126984127,0.0460411111111111
"4237",NA,21.021,170,175.679992675781,"JNJ",2022-07-15,2024-01-19,NA,21.064,2.19444444444444,0.0460488888888889
"4238",21.21,21.143,170,174.229995727539,"JNJ",2022-07-18,2024-01-19,NA,20.694,2.18253968253968,0.0460722222222222
"4239",NA,21.082,170,174.229995727539,"JNJ",2022-07-19,2024-01-19,NA,20.387,2.17857142857143,0.04608
"4240",18.75,20.695,170,171.690002441406,"JNJ",2022-07-20,2024-01-19,NA,20.642,2.17460317460317,0.0460877777777778
"4241",NA,20.97,170,170.710006713867,"JNJ",2022-07-21,2024-01-19,NA,20.88,2.17063492063492,0.0460955555555556
"4242",NA,21.311,170,171.309997558594,"JNJ",2022-07-22,2024-01-19,NA,21.404,2.16666666666667,0.0461033333333333
"4243",19.75,21.539,170,172.460006713867,"JNJ",2022-07-25,2024-01-19,NA,21.5,2.1547619047619,0.0461266666666667
"4244",20.7,21.534,170,172.460006713867,"JNJ",2022-07-26,2024-01-19,NA,21.661,2.15079365079365,0.0461344444444444
"4245",19.5,20.998,170,173.679992675781,"JNJ",2022-07-27,2024-01-19,NA,20.896,2.1468253968254,0.0461422222222222
"4246",20.6,20.31,170,173.199996948242,"JNJ",2022-07-28,2024-01-19,NA,20.625,2.14285714285714,0.04615
"4247",19.7,21.024,170,174.199996948242,"JNJ",2022-07-29,2024-01-19,NA,20.5,2.13888888888889,0.0461577777777778
"4248",NA,20.365,170,173.910003662109,"JNJ",2022-08-01,2024-01-19,NA,20.591,2.12698412698413,0.0461811111111111
"4249",NA,20.342,170,173.910003662109,"JNJ",2022-08-02,2024-01-19,NA,20.884,2.12301587301587,0.0461888888888889
"4250",20.5,20.655,170,172.919998168945,"JNJ",2022-08-03,2024-01-19,NA,20.658,2.11904761904762,0.0461966666666667
"4251",18.6,20.751,170,174.589996337891,"JNJ",2022-08-04,2024-01-19,NA,20.988,2.11507936507937,0.0462044444444444
"4252",NA,20.852,170,171.789993286133,"JNJ",2022-08-05,2024-01-19,NA,20.951,2.11111111111111,0.0462122222222222
"4253",17.3,20.661,170,170.199996948242,"JNJ",2022-08-08,2024-01-19,NA,20.918,2.09920634920635,0.0462355555555556
"4254",17.85,20.792,170,170.199996948242,"JNJ",2022-08-09,2024-01-19,NA,21.112,2.0952380952381,0.0462433333333333
"4255",17.3,20.583,170,170.179992675781,"JNJ",2022-08-10,2024-01-19,NA,20.796,2.09126984126984,0.0462511111111111
"4256",16.8,20.559,170,170.669998168945,"JNJ",2022-08-11,2024-01-19,NA,20.741,2.08730158730159,0.0462588888888889
"4257",15.1,20.697,170,167.139999389648,"JNJ",2022-08-12,2024-01-19,NA,19.846,2.08333333333333,0.0462666666666667
"4258",14.3,20.476,170,166.089996337891,"JNJ",2022-08-15,2024-01-19,NA,19.565,2.07142857142857,0.04629
"4259",15.92,20.552,170,166.089996337891,"JNJ",2022-08-16,2024-01-19,NA,19.73,2.06746031746032,0.0462977777777778
"4260",15.57,20.255,170,167.570007324219,"JNJ",2022-08-17,2024-01-19,NA,19.626,2.06349206349206,0.0463055555555556
"4261",15.44,20.173,170,167.580001831055,"JNJ",2022-08-18,2024-01-19,NA,20.224,2.05952380952381,0.0463133333333333
"4262",NA,20.459,170,166.770004272461,"JNJ",2022-08-19,2024-01-19,NA,19.484,2.05555555555556,0.0463211111111111
"4263",16.2,20.821,170,167.589996337891,"JNJ",2022-08-22,2024-01-19,NA,19.758,2.04365079365079,0.0463444444444444
"4264",15.77,20.934,170,167.589996337891,"JNJ",2022-08-23,2024-01-19,NA,19.832,2.03968253968254,0.0463522222222222
"4265",15.05,20.654,170,166.130004882812,"JNJ",2022-08-24,2024-01-19,NA,19.927,2.03571428571429,0.04636
"4266",NA,20.741,170,165.580001831055,"JNJ",2022-08-25,2024-01-19,NA,19.776,2.03174603174603,0.0463677777777778
"4267",NA,20.896,170,167.130004882812,"JNJ",2022-08-26,2024-01-19,NA,19.78,2.02777777777778,0.0463755555555556
"4268",NA,20.533,170,163,"JNJ",2022-08-29,2024-01-19,NA,19.845,2.01587301587302,0.0463988888888889
"4269",13.9,20.662,170,163,"JNJ",2022-08-30,2024-01-19,NA,19.836,2.01190476190476,0.0464066666666667
"4270",13.7,20.652,170,162.429992675781,"JNJ",2022-08-31,2024-01-19,NA,19.988,2.00793650793651,0.0464144444444444
"4271",15.15,20.698,170,161.339996337891,"JNJ",2022-09-01,2024-01-19,NA,20.114,2.00396825396825,0.0464222222222222
"4272",15.3,20.766,170,165.339996337891,"JNJ",2022-09-02,2024-01-19,NA,20.047,2,0.04643
"4273",NA,21.199,170,163.179992675781,"JNJ",2022-09-06,2024-01-19,NA,20.274,1.98412698412698,0.0465022904761905
"4274",NA,20.83,170,163.179992675781,"JNJ",2022-09-07,2024-01-19,NA,20.309,1.98015873015873,0.0465203630952381
"4275",NA,20.485,170,164.070007324219,"JNJ",2022-09-08,2024-01-19,NA,19.987,1.97619047619048,0.0465384357142857
"4276",15.25,20.552,170,165.389999389648,"JNJ",2022-09-09,2024-01-19,NA,19.998,1.97222222222222,0.0465565083333333
"4277",15,20.695,170,165.639999389648,"JNJ",2022-09-12,2024-01-19,NA,20.164,1.96031746031746,0.0466107261904762
"4278",14.04,21.188,170,165.639999389648,"JNJ",2022-09-13,2024-01-19,NA,19.98,1.95634920634921,0.0466287988095238
"4279",NA,21.3,170,161.330001831055,"JNJ",2022-09-14,2024-01-19,NA,20.751,1.95238095238095,0.0466468714285714
"4280",15.28,21.059,170,164.660003662109,"JNJ",2022-09-15,2024-01-19,NA,20.674,1.9484126984127,0.046664944047619
"4281",16.49,21.581,170,165.080001831055,"JNJ",2022-09-16,2024-01-19,NA,20.648,1.94444444444444,0.0466830166666667
"4282",NA,21.347,170,166.279998779297,"JNJ",2022-09-19,2024-01-19,NA,20.173,1.93253968253968,0.0467372345238095
"4283",NA,21.368,170,166.279998779297,"JNJ",2022-09-20,2024-01-19,NA,20.797,1.92857142857143,0.0467553071428571
"4284",15.95,21.608,170,164.970001220703,"JNJ",2022-09-21,2024-01-19,NA,20.696,1.92460317460317,0.0467733797619048
"4285",NA,21.879,170,163.279998779297,"JNJ",2022-09-22,2024-01-19,NA,21.125,1.92063492063492,0.0467914523809524
"4286",16.67,22.305,170,166.179992675781,"JNJ",2022-09-23,2024-01-19,NA,21.508,1.91666666666667,0.046809525
"4287",17.05,22.398,170,165.699996948242,"JNJ",2022-09-26,2024-01-19,NA,22.168,1.9047619047619,0.0468637428571429
"4288",16.3,22.569,170,165.699996948242,"JNJ",2022-09-27,2024-01-19,NA,21.936,1.90079365079365,0.0468818154761905
"4289",NA,22.643,170,164.940002441406,"JNJ",2022-09-28,2024-01-19,NA,21.564,1.8968253968254,0.0468998880952381
"4290",15.83,22.692,170,166.360000610352,"JNJ",2022-09-29,2024-01-19,NA,21.317,1.89285714285714,0.0469179607142857
"4291",15.55,22.204,170,164.529998779297,"JNJ",2022-09-30,2024-01-19,NA,21.807,1.88888888888889,0.0469360333333333
"4292",14.8,21.61,170,163.199996948242,"JNJ",2022-10-03,2024-01-19,NA,20.802,1.87698412698413,0.0469902511904762
"4293",NA,21.31,170,163.199996948242,"JNJ",2022-10-04,2024-01-19,NA,20.751,1.87301587301587,0.0470083238095238
"4294",NA,21.4,170,165.619995117188,"JNJ",2022-10-05,2024-01-19,NA,20.948,1.86904761904762,0.0470263964285714
"4295",13.8,21.199,170,165.110000610352,"JNJ",2022-10-06,2024-01-19,NA,20.673,1.86507936507937,0.047044469047619
"4296",12.4,21.427,170,161.910003662109,"JNJ",2022-10-07,2024-01-19,NA,20.488,1.86111111111111,0.0470625416666667
"4297",13.35,21.674,170,160.410003662109,"JNJ",2022-10-10,2024-01-19,NA,21.504,1.84920634920635,0.0471167595238095
"4298",NA,21.887,170,160.410003662109,"JNJ",2022-10-11,2024-01-19,NA,20.652,1.8452380952381,0.0471348321428571
"4299",21.619,21.45,155,148.350006103516,"JNJ",2020-09-14,2023-01-20,0.032972,NA,3.4047619047619,0.0437738095238095
"4300",21.599,21.639,155,148.350006103516,"JNJ",2020-09-15,2023-01-20,0.032972,NA,3.40079365079365,0.0437806349206349
"4301",21.434,21.338,155,148.889999389648,"JNJ",2020-09-16,2023-01-20,0.032972,NA,3.3968253968254,0.0437874603174603
"4302",21.561,21.302,155,148.399993896484,"JNJ",2020-09-17,2023-01-20,0.032972,12.97,3.39285714285714,0.0437942857142857
"4303",21.659,21.03,155,147.169998168945,"JNJ",2020-09-18,2023-01-20,0.032972,NA,3.38888888888889,0.0438011111111111
"4304",21.528,21.447,155,145.100006103516,"JNJ",2020-09-21,2023-01-20,0.032972,NA,3.37698412698413,0.0438215873015873
"4305",21.578,21.487,155,145.100006103516,"JNJ",2020-09-22,2023-01-20,0.032972,NA,3.37301587301587,0.0438284126984127
"4306",21.929,22.129,155,144.210006713867,"JNJ",2020-09-23,2023-01-20,0.032972,NA,3.36904761904762,0.0438352380952381
"4307",22.395,22.296,155,144.440002441406,"JNJ",2020-09-24,2023-01-20,0.032972,13.2,3.36507936507937,0.0438420634920635
"4308",22.763,22.812,155,144.669998168945,"JNJ",2020-09-25,2023-01-20,0.032972,13.82,3.36111111111111,0.0438488888888889
"4309",22.946,22.629,155,147.110000610352,"JNJ",2020-09-28,2023-01-20,0.032972,14.35,3.34920634920635,0.0438693650793651
"4310",22.943,23.223,155,147.110000610352,"JNJ",2020-09-29,2023-01-20,0.032972,14.9,3.3452380952381,0.0438761904761905
"4311",22.684,22.565,155,147.059997558594,"JNJ",2020-09-30,2023-01-20,0.032972,14.5,3.34126984126984,0.0438830158730159
"4312",22.85,22.182,155,148.880004882812,"JNJ",2020-10-01,2023-01-20,0.032972,14.8,3.33730158730159,0.0438898412698413
"4313",22.996,22.729,155,147.320007324219,"JNJ",2020-10-02,2023-01-20,0.032972,NA,3.33333333333333,0.0438966666666667
"4314",22.945,22.876,155,148.229995727539,"JNJ",2020-10-05,2023-01-20,0.032972,NA,3.32142857142857,0.0439171428571429
"4315",22.788,23.334,155,148.229995727539,"JNJ",2020-10-06,2023-01-20,0.032972,14.5,3.31746031746032,0.0439239682539683
"4316",23.008,22.948,155,146.259994506836,"JNJ",2020-10-07,2023-01-20,0.032972,14.77,3.31349206349206,0.0439307936507937
"4317",22.742,22.826,155,147.880004882812,"JNJ",2020-10-08,2023-01-20,0.032972,14.75,3.30952380952381,0.0439376190476191
"4318",22.657,22.71,155,148.889999389648,"JNJ",2020-10-09,2023-01-20,0.032972,NA,3.30555555555556,0.0439444444444444
"4319",22.606,21.815,155,151.839996337891,"JNJ",2020-10-12,2023-01-20,0.032972,16.88,3.29365079365079,0.0439649206349206
"4320",21.836,22.438,155,151.839996337891,"JNJ",2020-10-13,2023-01-20,0.032972,14.37,3.28968253968254,0.043971746031746
"4321",21.297,21.868,155,148.360000610352,"JNJ",2020-10-14,2023-01-20,0.032972,14.15,3.28571428571429,0.0439785714285714
"4322",21.32,21.896,155,148.100006103516,"JNJ",2020-10-15,2023-01-20,0.032972,NA,3.28174603174603,0.0439853968253968
"4323",21.822,22.196,155,147.190002441406,"JNJ",2020-10-16,2023-01-20,0.032972,13.9,3.27777777777778,0.0439922222222222
"4324",21.902,21.978,155,144.320007324219,"JNJ",2020-10-19,2023-01-20,0.032972,12.93,3.26587301587302,0.0440126984126984
"4325",21.53,21.942,155,144.320007324219,"JNJ",2020-10-20,2023-01-20,0.032972,NA,3.26190476190476,0.0440195238095238
"4326",21.972,21.958,155,144.550003051758,"JNJ",2020-10-21,2023-01-20,0.032972,NA,3.25793650793651,0.0440263492063492
"4327",21.994,21.96,155,143.929992675781,"JNJ",2020-10-22,2023-01-20,0.032972,12.5,3.25396825396825,0.0440331746031746
"4328",21.611,22.185,155,145.080001831055,"JNJ",2020-10-23,2023-01-20,0.032972,NA,3.25,0.04404
"4329",22.288,22.508,155,143.970001220703,"JNJ",2020-10-26,2023-01-20,0.032972,11.98,3.23809523809524,0.0440604761904762
"4330",22.403,22.073,155,143.149993896484,"JNJ",2020-10-27,2023-01-20,0.032972,NA,3.23412698412698,0.0440673015873016
"4331",22.669,22.945,155,138.360000610352,"JNJ",2020-10-28,2023-01-20,0.032972,10.65,3.23015873015873,0.044074126984127
"4332",22.519,22.426,155,137.190002441406,"JNJ",2020-10-29,2023-01-20,0.032972,10.02,3.22619047619048,0.0440809523809524
"4333",22.539,22.817,155,137.110000610352,"JNJ",2020-10-30,2023-01-20,0.032972,NA,3.22222222222222,0.0440877777777778
"4334",22.236,22.355,155,138.690002441406,"JNJ",2020-11-02,2023-01-20,0.032972,NA,3.21031746031746,0.044108253968254
"4335",22.443,21.993,155,138.5,"JNJ",2020-11-03,2023-01-20,0.032972,NA,3.20634920634921,0.0441150793650794
"4336",21.969,21.694,155,139.399993896484,"JNJ",2020-11-04,2023-01-20,0.032972,NA,3.20238095238095,0.0441219047619048
"4337",22.065,22.192,155,139.759994506836,"JNJ",2020-11-05,2023-01-20,0.032972,9.7,3.1984126984127,0.0441287301587302
"4338",21.379,21.402,155,142.25,"JNJ",2020-11-06,2023-01-20,0.032972,NA,3.19444444444444,0.0441355555555556
"4339",22.084,21.279,155,146.080001831055,"JNJ",2020-11-09,2023-01-20,0.032972,NA,3.18253968253968,0.0441560317460317
"4340",22.203,22.707,155,148.279998779297,"JNJ",2020-11-10,2023-01-20,0.032972,11.35,3.17857142857143,0.0441628571428571
"4341",21.289,21.413,155,147.800003051758,"JNJ",2020-11-11,2023-01-20,0.032972,NA,3.17460317460317,0.0441696825396825
"4342",21.203,21.476,155,148.300003051758,"JNJ",2020-11-12,2023-01-20,0.032972,NA,3.17063492063492,0.0441765079365079
"4343",21.52,20.976,155,149.899993896484,"JNJ",2020-11-13,2023-01-20,0.032972,NA,3.16666666666667,0.0441833333333333
"4344",21.299,20.996,155,150.850006103516,"JNJ",2020-11-16,2023-01-20,0.032972,13.57,3.1547619047619,0.0442038095238095
"4345",21.773,21.428,155,149.350006103516,"JNJ",2020-11-17,2023-01-20,0.032972,NA,3.15079365079365,0.0442106349206349
"4346",20.894,20.772,155,147.369995117188,"JNJ",2020-11-18,2023-01-20,0.032972,13.45,3.1468253968254,0.0442174603174603
"4347",21.932,20.821,155,147.139999389648,"JNJ",2020-11-19,2023-01-20,0.032972,11.8,3.14285714285714,0.0442242857142857
"4348",21.257,21.29,155,146.360000610352,"JNJ",2020-11-20,2023-01-20,0.032972,13,3.13888888888889,0.0442311111111111
"4349",21.96,21.37,155,143.869995117188,"JNJ",2020-11-23,2023-01-20,0.032972,NA,3.12698412698413,0.0442515873015873
"4350",21.701,21.281,155,NA,"JNJ",2020-11-24,2023-01-20,0.032972,11.68,3.12301587301587,0.0442584126984127
"4351",20.884,20.921,155,143.679992675781,"JNJ",2020-11-25,2023-01-20,0.032972,11.07,3.11904761904762,0.0442652380952381
"4352",20.916,21.032,155,144,"JNJ",2020-11-27,2023-01-20,0.032972,11.32,3.11111111111111,0.0442788888888889
"4353",21.562,21,155,144.679992675781,"JNJ",2020-11-30,2023-01-20,0.032972,11,3.09920634920635,0.0442993650793651
"4354",21.355,20.857,155,147.449996948242,"JNJ",2020-12-01,2023-01-20,0.032972,13.3,3.0952380952381,0.0443061904761905
"4355",21.738,21.652,155,148.139999389648,"JNJ",2020-12-02,2023-01-20,0.032972,13.65,3.09126984126984,0.0443130158730159
"4356",22.128,21.491,155,149,"JNJ",2020-12-03,2023-01-20,0.032972,14.9,3.08730158730159,0.0443198412698413
"4357",21.494,21.545,155,150.270004272461,"JNJ",2020-12-04,2023-01-20,0.032972,NA,3.08333333333333,0.0443266666666667
"4358",22.388,21.729,155,148.970001220703,"JNJ",2020-12-07,2023-01-20,0.032972,NA,3.07142857142857,0.0443471428571429
"4359",22.634,21.945,155,151.550003051758,"JNJ",2020-12-08,2023-01-20,0.032972,15.19,3.06746031746032,0.0443539682539683
"4360",22.832,22.406,155,153.100006103516,"JNJ",2020-12-09,2023-01-20,0.032972,16.4,3.06349206349206,0.0443607936507937
"4361",22.889,21.993,155,152.25,"JNJ",2020-12-10,2023-01-20,0.032972,16,3.05952380952381,0.0443676190476191
"4362",21.745,22.193,155,152.949996948242,"JNJ",2020-12-11,2023-01-20,0.032972,16.8,3.05555555555556,0.0443744444444444
"4363",22.299,22.125,155,149.070007324219,"JNJ",2020-12-14,2023-01-20,0.032972,15,3.04365079365079,0.0443949206349206
"4364",21.973,22.207,155,150.570007324219,"JNJ",2020-12-15,2023-01-20,0.032972,NA,3.03968253968254,0.044401746031746
"4365",22.142,21.689,155,149.669998168945,"JNJ",2020-12-16,2023-01-20,0.032972,14.3,3.03571428571429,0.0444085714285714
"4366",21.948,22.085,155,153.619995117188,"JNJ",2020-12-17,2023-01-20,0.032972,NA,3.03174603174603,0.0444153968253968
