,Unnamed: 0,call,put,strike,Share,symbol,trade date,exercise date,LIBOR Rate,Implied Volatility
1808,1808,55.0,34.552,130,179.2899932861328,AAPL,2021-12-28,2023-01-20,3.2963,34.282
1809,1809,55.45,34.466,130,179.3800048828125,AAPL,2021-12-29,2023-01-20,3.2963,33.879
1810,1810,54.2,34.094,130,178.1999969482422,AAPL,2021-12-30,2023-01-20,3.2963,33.929
1811,1811,53.2,33.407,130,177.57000732421875,AAPL,2021-12-31,2023-01-20,3.2963,34.057
1812,1812,56.45,34.027,130,182.00999450683597,AAPL,2022-01-03,2023-01-20,3.2963,33.652
1813,1813,55.35,34.24,130,179.6999969482422,AAPL,2022-01-04,2023-01-20,3.2963,33.906
1814,1814,51.55,34.896,130,174.9199981689453,AAPL,2022-01-05,2023-01-20,3.2963,34.865
1815,1815,47.94,33.536,130,172.0,AAPL,2022-01-06,2023-01-20,3.2963,33.055
1816,1816,49.25,33.65,130,172.1699981689453,AAPL,2022-01-07,2023-01-20,3.2963,34.052
1817,1817,48.16,33.576,130,172.19000244140625,AAPL,2022-01-10,2023-01-20,3.2963,33.297
1818,1818,50.45,33.121,130,175.0800018310547,AAPL,2022-01-11,2023-01-20,3.2963,32.494
1819,1819,50.7,33.266,130,175.52999877929688,AAPL,2022-01-12,2023-01-20,3.2963,32.902
1820,1820,48.8,33.443,130,172.19000244140625,AAPL,2022-01-13,2023-01-20,3.2963,33.33
1821,1821,48.9,33.262,130,173.07000732421875,AAPL,2022-01-14,2023-01-20,3.2963,32.8
1822,1822,46.25,34.076,130,169.8000030517578,AAPL,2022-01-18,2023-01-20,3.2963,34.465
1823,1823,43.95,34.021,130,166.22999572753906,AAPL,2022-01-19,2023-01-20,3.2963,33.952
1824,1824,41.45,34.181,130,164.50999450683594,AAPL,2022-01-20,2023-01-20,3.2963,35.056
1825,1825,40.85,34.687,130,162.41000366210938,AAPL,2022-01-21,2023-01-20,3.2963,35.156
1826,1826,40.77,36.064,130,161.6199951171875,AAPL,2022-01-24,2023-01-20,3.1609,35.9
1827,1827,39.4,35.966,130,159.77999877929688,AAPL,2022-01-25,2023-01-20,3.1609,35.955
1828,1828,39.4,36.579,130,159.69000244140625,AAPL,2022-01-26,2023-01-20,3.1609,36.355
1829,1829,38.8,36.246,130,159.22000122070312,AAPL,2022-01-27,2023-01-20,3.1609,35.906
1830,1830,47.52,36.403,130,170.3300018310547,AAPL,2022-01-28,2023-01-20,3.1609,36.213
1831,1831,51.2,36.099,130,174.77999877929688,AAPL,2022-01-31,2023-01-20,3.1609,35.978
1832,1832,50.7,35.298,130,174.61000061035156,AAPL,2022-02-01,2023-01-20,3.1609,35.217
1833,1833,51.9,34.973,130,175.83999633789062,AAPL,2022-02-02,2023-01-20,3.1609,34.873
1834,1834,49.5,36.194,130,172.89999389648438,AAPL,2022-02-03,2023-01-20,3.1609,35.425
1835,1835,49.7,35.31,130,172.38999938964844,AAPL,2022-02-04,2023-01-20,3.1609,35.24
1836,1836,49.2,35.225,130,171.66000366210938,AAPL,2022-02-07,2023-01-20,3.1609,35.378
1837,1837,50.6,34.949,130,174.8300018310547,AAPL,2022-02-08,2023-01-20,3.1609,34.867
1838,1838,51.7,34.591,130,176.27999877929688,AAPL,2022-02-09,2023-01-20,3.1609,34.63
1839,1839,48.75,34.52,130,172.1199951171875,AAPL,2022-02-10,2023-01-20,3.1609,34.333
1840,1840,46.44,35.252,130,168.63999938964844,AAPL,2022-02-11,2023-01-20,3.1609,35.287
1841,1841,46.16,35.438,130,168.8800048828125,AAPL,2022-02-14,2023-01-20,3.1609,34.812
1842,1842,48.93,34.555,130,172.7899932861328,AAPL,2022-02-15,2023-01-20,3.1609,34.834
1843,1843,49.3,34.676,130,172.5500030517578,AAPL,2022-02-16,2023-01-20,3.1609,34.477
1844,1844,45.92,35.12,130,168.8800048828125,AAPL,2022-02-17,2023-01-20,3.1609,35.074
1845,1845,45.6,35.38,130,167.3000030517578,AAPL,2022-02-18,2023-01-20,3.1609,35.332
1846,1846,42.48,35.304,130,164.32000732421875,AAPL,2022-02-22,2023-01-20,3.0872,35.146
1847,1847,39.08,35.336,130,160.07000732421875,AAPL,2022-02-23,2023-01-20,3.0872,35.477
1848,1848,40.39,35.273,130,162.74000549316406,AAPL,2022-02-24,2023-01-20,3.0872,35.424
1849,1849,42.1,34.55,130,164.85000610351562,AAPL,2022-02-25,2023-01-20,3.0872,34.456
1850,1850,41.0,35.395,130,165.1199951171875,AAPL,2022-02-28,2023-01-20,3.0872,35.283
1851,1851,40.7,36.367,130,163.1999969482422,AAPL,2022-03-01,2023-01-20,3.0872,36.356
1852,1852,44.16,35.699,130,166.55999755859375,AAPL,2022-03-02,2023-01-20,3.0872,35.747
1853,1853,43.95,36.121,130,166.22999572753906,AAPL,2022-03-03,2023-01-20,3.0872,36.13
1854,1854,41.25,36.908,130,163.1699981689453,AAPL,2022-03-04,2023-01-20,3.0872,36.664
1855,1855,38.5,37.648,130,159.3000030517578,AAPL,2022-03-07,2023-01-20,3.0872,37.635
1856,1856,36.6,36.472,130,157.44000244140625,AAPL,2022-03-08,2023-01-20,3.0872,36.7
1857,1857,40.63,35.93,130,162.9499969482422,AAPL,2022-03-09,2023-01-20,3.0872,35.787
1858,1858,37.0,36.23,130,158.52000427246094,AAPL,2022-03-10,2023-01-20,3.0872,36.226
1859,1859,34.75,35.999,130,154.72999572753906,AAPL,2022-03-11,2023-01-20,3.0872,36.209
1860,1860,32.02,36.715,130,150.6199951171875,AAPL,2022-03-14,2023-01-20,3.0872,36.905
1861,1861,34.6,36.06,130,155.08999633789062,AAPL,2022-03-15,2023-01-20,3.0872,36.045
1862,1862,37.82,35.135,130,159.58999633789062,AAPL,2022-03-16,2023-01-20,3.0872,34.941
1863,1863,38.27,34.959,130,160.6199951171875,AAPL,2022-03-17,2023-01-20,3.0872,34.916
1864,1864,41.37,34.933,130,163.97999572753906,AAPL,2022-03-18,2023-01-20,3.0872,34.891
1865,1865,42.39,35.199,130,165.3800048828125,AAPL,2022-03-21,2023-01-20,2.9439,35.115
1866,1866,45.35,34.577,130,168.82000732421875,AAPL,2022-03-22,2023-01-20,2.9439,34.446
1867,1867,48.0,35.45,130,170.2100067138672,AAPL,2022-03-23,2023-01-20,2.9439,35.58
1868,1868,49.7,35.618,130,174.07000732421875,AAPL,2022-03-24,2023-01-20,2.9439,35.582
1869,1869,50.08,35.64,130,174.72000122070312,AAPL,2022-03-25,2023-01-20,2.9439,35.638
1870,1870,51.1,35.316,130,175.60000610351562,AAPL,2022-03-28,2023-01-20,2.9439,35.136
1871,1871,54.0,35.273,130,175.60000610351562,AAPL,2022-03-29,2023-01-20,2.9439,35.212
1872,1872,52.5,35.938,130,178.9600067138672,AAPL,2022-03-30,2023-01-20,2.9439,35.763
1873,1873,51.55,35.62,130,177.77000427246094,AAPL,2022-03-31,2023-01-20,2.9439,35.774
1874,1874,49.74,35.042,130,174.61000061035156,AAPL,2022-04-01,2023-01-20,2.9439,34.291
1875,1875,53.45,35.412,130,178.44000244140625,AAPL,2022-04-04,2023-01-20,2.9439,35.341
1876,1876,50.2,35.618,130,178.44000244140625,AAPL,2022-04-05,2023-01-20,2.9439,35.492
1877,1877,48.1,36.087,130,175.05999755859375,AAPL,2022-04-06,2023-01-20,2.9439,36.124
1878,1878,48.89,36.252,130,171.8300018310547,AAPL,2022-04-07,2023-01-20,2.9439,35.993
1879,1879,46.4,35.504,130,172.13999938964844,AAPL,2022-04-08,2023-01-20,2.9439,35.347
1880,1880,42.5,35.567,130,165.75,AAPL,2022-04-11,2023-01-20,2.9439,35.518
1881,1881,43.9,35.803,130,165.75,AAPL,2022-04-12,2023-01-20,2.9439,35.614
1882,1882,46.59,35.309,130,167.66000366210938,AAPL,2022-04-13,2023-01-20,2.9439,35.238
1883,1883,41.96,35.1,130,170.39999389648438,AAPL,2022-04-14,2023-01-20,2.9439,35.173
1884,1884,40.74,35.199,130,165.07000732421875,AAPL,2022-04-18,2023-01-20,2.8005,35.136
1885,1885,43.35,34.693,130,165.07000732421875,AAPL,2022-04-19,2023-01-20,2.8005,34.44
1886,1886,43.4,35.237,130,167.39999389648438,AAPL,2022-04-20,2023-01-20,2.8005,35.11
1887,1887,43.1,35.959,130,167.22999572753906,AAPL,2022-04-21,2023-01-20,2.8005,35.53
1888,1888,39.6,37.189,130,166.4199981689453,AAPL,2022-04-22,2023-01-20,2.8005,37.181
1889,1889,40.5,37.247,130,162.8800048828125,AAPL,2022-04-25,2023-01-20,2.8005,37.209
1890,1890,36.2,37.927,130,162.8800048828125,AAPL,2022-04-26,2023-01-20,2.8005,38.024
1891,1891,35.57,37.617,130,156.8000030517578,AAPL,2022-04-27,2023-01-20,2.8005,37.536
1892,1892,40.36,36.927,130,156.57000732421875,AAPL,2022-04-28,2023-01-20,2.8005,36.933
1893,1893,36.4,37.881,130,163.63999938964844,AAPL,2022-04-29,2023-01-20,2.8005,37.839
1894,1894,35.6,37.255,130,157.9600067138672,AAPL,2022-05-02,2023-01-20,2.8005,37.125
1895,1895,37.2,36.656,130,157.9600067138672,AAPL,2022-05-03,2023-01-20,2.8005,36.466
1896,1896,42.25,36.71,130,159.47999572753906,AAPL,2022-05-04,2023-01-20,2.8005,36.652
1897,1897,34.65,38.267,130,166.02000427246094,AAPL,2022-05-05,2023-01-20,2.8005,38.55
1898,1898,35.97,38.107,130,156.77000427246094,AAPL,2022-05-06,2023-01-20,2.8005,38.179
1899,1899,32.45,38.383,130,152.05999755859375,AAPL,2022-05-09,2023-01-20,2.8005,38.666
1900,1900,35.2,38.35,130,152.05999755859375,AAPL,2022-05-10,2023-01-20,2.8005,38.087
1901,1901,28.0,38.878,130,154.50999450683594,AAPL,2022-05-11,2023-01-20,2.8005,38.533
1902,1902,24.98,38.707,130,146.5,AAPL,2022-05-12,2023-01-20,2.8005,38.505
1903,1903,27.7,37.04,130,142.55999755859375,AAPL,2022-05-13,2023-01-20,2.8005,36.909
1904,1904,26.25,36.433,130,145.5399932861328,AAPL,2022-05-16,2023-01-20,2.5953,36.507
1905,1905,28.75,35.38,130,145.5399932861328,AAPL,2022-05-17,2023-01-20,2.5953,35.501
1906,1906,23.27,37.079,130,149.24000549316406,AAPL,2022-05-18,2023-01-20,2.5953,37.194
1907,1907,20.53,36.246,130,140.82000732421875,AAPL,2022-05-19,2023-01-20,2.5953,36.182
1908,1908,20.75,36.185,130,137.35000610351562,AAPL,2022-05-20,2023-01-20,2.5953,36.286
1909,1909,23.95,36.541,130,143.11000061035156,AAPL,2022-05-23,2023-01-20,2.5953,36.485
1910,1910,22.95,37.274,130,143.11000061035156,AAPL,2022-05-24,2023-01-20,2.5953,37.174
1911,1911,23.25,36.611,130,140.36000061035156,AAPL,2022-05-25,2023-01-20,2.5953,36.594
1912,1912,24.95,36.412,130,140.52000427246094,AAPL,2022-05-26,2023-01-20,2.5953,36.342
1913,1913,28.2,36.419,130,143.77999877929688,AAPL,2022-05-27,2023-01-20,2.5953,36.167
1914,1914,28.6,36.252,130,148.83999633789062,AAPL,2022-05-31,2023-01-20,2.5953,36.213
1915,1915,28.0,35.787,130,148.83999633789062,AAPL,2022-06-01,2023-01-20,2.5953,35.886
1916,1916,29.25,35.56,130,148.7100067138672,AAPL,2022-06-02,2023-01-20,2.5953,35.617
1917,1917,25.58,36.135,130,151.2100067138672,AAPL,2022-06-03,2023-01-20,2.5953,36.279
1918,1918,25.9,36.135,130,146.13999938964844,AAPL,2022-06-06,2023-01-20,2.5953,36.454
1919,1919,27.86,36.031,130,146.13999938964844,AAPL,2022-06-07,2023-01-20,2.5953,35.984
1920,1920,27.14,35.71,130,148.7100067138672,AAPL,2022-06-08,2023-01-20,2.5953,35.652
1921,1921,23.71,36.063,130,147.9600067138672,AAPL,2022-06-09,2023-01-20,2.5953,36.014
1922,1922,20.8,36.173,130,142.63999938964844,AAPL,2022-06-10,2023-01-20,2.5953,36.261
1923,1923,17.07,37.909,130,131.8800048828125,AAPL,2022-06-13,2023-01-20,2.3001,37.917
1924,1924,17.4,37.252,130,131.8800048828125,AAPL,2022-06-14,2023-01-20,2.3001,37.084
1925,1925,18.5,35.537,130,132.75999450683594,AAPL,2022-06-15,2023-01-20,2.3001,35.527
1926,1926,15.05,36.302,130,135.42999267578125,AAPL,2022-06-16,2023-01-20,2.3001,36.354
1927,1927,15.82,35.227,130,130.05999755859375,AAPL,2022-06-17,2023-01-20,2.3001,35.381
1928,1928,18.48,35.182,130,135.8699951171875,AAPL,2022-06-21,2023-01-20,2.3001,35.152
1929,1929,18.0,35.581,130,135.8699951171875,AAPL,2022-06-22,2023-01-20,2.3001,35.517
1930,1930,20.0,35.722,130,135.35000610351562,AAPL,2022-06-23,2023-01-20,2.3001,35.432
1931,1931,22.0,35.293,130,138.27000427246094,AAPL,2022-06-24,2023-01-20,2.3001,35.057
1932,1932,21.55,35.211,130,141.66000366210938,AAPL,2022-06-27,2023-01-20,2.3001,35.334
1933,1933,19.1,35.248,130,141.66000366210938,AAPL,2022-06-28,2023-01-20,2.3001,35.157
1934,1934,20.2,35.97,130,137.44000244140625,AAPL,2022-06-29,2023-01-20,2.3001,35.57
1935,1935,18.48,36.355,130,139.22999572753906,AAPL,2022-06-30,2023-01-20,2.3001,36.271
1936,1936,19.6,36.294,130,136.72000122070312,AAPL,2022-07-01,2023-01-20,2.3001,35.885
1937,1937,21.75,36.443,130,141.55999755859375,AAPL,2022-07-05,2023-01-20,2.3001,36.208
1938,1938,22.65,36.058,130,141.55999755859375,AAPL,2022-07-06,2023-01-20,2.3001,36.134
1939,1939,24.97,35.797,130,142.9199981689453,AAPL,2022-07-07,2023-01-20,2.3001,35.566
1940,1940,25.75,35.392,130,146.35000610351562,AAPL,2022-07-08,2023-01-20,2.3001,35.52
1941,1941,23.7,35.997,130,144.8699951171875,AAPL,2022-07-11,2023-01-20,2.3001,36.086
1942,1942,24.9,36.607,130,144.8699951171875,AAPL,2022-07-12,2023-01-20,2.3001,36.675
1943,1943,25.2,36.951,130,145.86000061035156,AAPL,2022-07-13,2023-01-20,2.3001,36.403
1944,1944,27.3,37.393,130,145.49000549316406,AAPL,2022-07-14,2023-01-20,2.3001,37.221
1945,1945,27.5,36.686,130,148.47000122070312,AAPL,2022-07-15,2023-01-20,2.3001,36.757
1946,1946,25.95,36.904,130,147.07000732421875,AAPL,2022-07-18,2023-01-20,2.3001,36.816
1947,1947,28.2,36.262,130,147.07000732421875,AAPL,2022-07-19,2023-01-20,2.3001,36.038
1948,1948,29.95,35.899,130,151.0,AAPL,2022-07-20,2023-01-20,2.3001,35.731
1949,1949,31.6,36.541,130,153.0399932861328,AAPL,2022-07-21,2023-01-20,2.3001,36.269
1950,1950,30.8,36.883,130,155.35000610351562,AAPL,2022-07-22,2023-01-20,2.3001,37.004
1951,1951,29.8,36.947,130,152.9499969482422,AAPL,2022-07-25,2023-01-20,2.3001,37.002
1952,1952,28.65,37.338,130,152.9499969482422,AAPL,2022-07-26,2023-01-20,2.3001,37.233
1953,1953,33.13,36.992,130,151.60000610351562,AAPL,2022-07-27,2023-01-20,2.3001,34.746
1954,1954,32.65,36.384,130,156.7899932861328,AAPL,2022-07-28,2023-01-20,2.3001,35.671
1955,1955,37.15,35.233,130,157.35000610351562,AAPL,2022-07-29,2023-01-20,2.3001,35.456
1956,1956,36.2,35.781,130,161.50999450683594,AAPL,2022-08-01,2023-01-20,2.3001,35.538
1957,1957,35.38,36.447,130,161.50999450683594,AAPL,2022-08-02,2023-01-20,2.3001,36.348
1958,1958,40.45,36.704,130,160.00999450683594,AAPL,2022-08-03,2023-01-20,2.3001,36.439
1959,1959,39.8,36.708,130,166.1300048828125,AAPL,2022-08-04,2023-01-20,2.3001,36.46
1960,1960,39.9,36.429,130,165.80999755859375,AAPL,2022-08-05,2023-01-20,2.3001,36.261
1961,1961,39.25,36.783,130,164.8699951171875,AAPL,2022-08-08,2023-01-20,2.3001,36.637
1962,1962,39.8,37.29,130,164.8699951171875,AAPL,2022-08-09,2023-01-20,2.3001,37.274
1963,1963,43.05,36.834,130,164.9199981689453,AAPL,2022-08-10,2023-01-20,2.3001,36.824
1964,1964,42.86,37.118,130,169.24000549316406,AAPL,2022-08-11,2023-01-20,2.3001,37.204
1965,1965,45.55,37.107,130,168.49000549316406,AAPL,2022-08-12,2023-01-20,2.3001,36.347
1966,1966,46.32,36.757,130,173.19000244140625,AAPL,2022-08-15,2023-01-20,2.3001,35.79
1967,1967,46.3,37.21,130,173.19000244140625,AAPL,2022-08-16,2023-01-20,2.3001,36.293
1968,1968,48.04,38.27,130,173.02999877929688,AAPL,2022-08-17,2023-01-20,2.3001,37.374
1969,1969,48.05,38.56,130,174.5500030517578,AAPL,2022-08-18,2023-01-20,2.3001,37.985
1970,1970,45.25,38.305,130,174.14999389648438,AAPL,2022-08-19,2023-01-20,2.3001,37.74
1971,1971,41.6,38.581,130,167.57000732421875,AAPL,2022-08-22,2023-01-20,2.3001,37.757
1972,1972,41.0,38.486,130,167.57000732421875,AAPL,2022-08-23,2023-01-20,2.3001,37.813
1973,1973,41.85,37.859,130,167.22999572753906,AAPL,2022-08-24,2023-01-20,2.3001,37.518
1974,1974,43.2,37.755,130,167.52999877929688,AAPL,2022-08-25,2023-01-20,2.3001,37.083
1975,1975,38.44,38.766,130,170.02999877929688,AAPL,2022-08-26,2023-01-20,2.3001,38.768
1976,1976,36.65,38.673,130,161.3800048828125,AAPL,2022-08-29,2023-01-20,2.3001,38.226
1977,1977,34.1,38.069,130,161.3800048828125,AAPL,2022-08-30,2023-01-20,2.3001,37.565
1978,1978,33.4,37.434,130,158.91000366210938,AAPL,2022-08-31,2023-01-20,2.3001,36.499
1979,1979,32.08,37.464,130,157.22000122070312,AAPL,2022-09-01,2023-01-20,2.3001,37.003
1980,1980,30.71,37.841,130,157.9600067138672,AAPL,2022-09-02,2023-01-20,2.3001,37.414
1981,1981,29.75,38.295,130,154.52999877929688,AAPL,2022-09-06,2023-01-20,2.3001,37.901
1982,1982,30.91,37.285,130,154.52999877929688,AAPL,2022-09-07,2023-01-20,2.3001,37.111
1983,1983,29.3,36.678,130,155.9600067138672,AAPL,2022-09-08,2023-01-20,2.3001,36.54
1984,1984,31.95,36.2,130,154.4600067138672,AAPL,2022-09-09,2023-01-20,2.3001,36.323
1985,1985,37.25,37.497,130,163.42999267578125,AAPL,2022-09-12,2023-01-20,2.3001,37.616
1986,1986,29.1,38.74,130,163.42999267578125,AAPL,2022-09-13,2023-01-20,2.3001,38.768
1987,1987,30.18,38.077,130,153.83999633789062,AAPL,2022-09-14,2023-01-20,2.3001,38.051
1988,1988,27.6,38.18,130,155.30999755859375,AAPL,2022-09-15,2023-01-20,2.3001,38.147
1989,1989,27.05,39.42,130,152.3699951171875,AAPL,2022-09-16,2023-01-20,2.3001,39.214
1990,1990,29.26,38.753,130,154.47999572753906,AAPL,2022-09-19,2023-01-20,2.3001,38.929
1991,1991,32.45,39.359,130,154.47999572753906,AAPL,2022-09-20,2023-01-20,2.3001,39.59
1992,1992,29.56,39.849,130,156.89999389648438,AAPL,2022-09-21,2023-01-20,2.3001,40.048
1993,1993,28.9,39.165,130,153.72000122070312,AAPL,2022-09-22,2023-01-20,2.3001,39.218
1994,1994,25.7,39.678,130,152.74000549316406,AAPL,2022-09-23,2023-01-20,2.3001,39.417
1995,1995,27.55,40.608,130,150.77000427246094,AAPL,2022-09-26,2023-01-20,2.3001,40.541
1996,1996,27.32,41.146,130,150.77000427246094,AAPL,2022-09-27,2023-01-20,2.3001,41.011
1997,1997,26.5,40.408,130,151.75999450683594,AAPL,2022-09-28,2023-01-20,2.3001,40.53
1998,1998,20.4,40.873,130,149.83999633789062,AAPL,2022-09-29,2023-01-20,2.3001,40.966
1999,1999,17.25,40.28,130,142.47999572753906,AAPL,2022-09-30,2023-01-20,2.3001,40.249
2000,2000,20.0,39.033,130,142.4499969482422,AAPL,2022-10-03,2023-01-20,2.3001,38.848
2001,2001,22.25,38.557,130,142.4499969482422,AAPL,2022-10-04,2023-01-20,2.3001,38.692
2002,2002,22.35,38.944,130,146.10000610351562,AAPL,2022-10-05,2023-01-20,2.3001,39.033
2003,2003,21.75,39.453,130,146.39999389648438,AAPL,2022-10-06,2023-01-20,2.3001,39.707
2004,2004,18.05,39.303,130,145.42999267578125,AAPL,2022-10-07,2023-01-20,2.3001,39.788
2005,2005,18.75,40.341,130,140.4199981689453,AAPL,2022-10-10,2023-01-20,2.3001,40.611
2006,2006,17.1,40.27,130,140.4199981689453,AAPL,2022-10-11,2023-01-20,2.3001,40.428
2007,2007,19.844,20.409,165,167.5800018310547,JNJ,2022-08-18,2023-04-21,2.5953,
2008,2008,19.618,20.618,165,166.77000427246094,JNJ,2022-08-19,2023-04-21,2.5953,
2009,2009,20.192,21.045,165,167.58999633789062,JNJ,2022-08-22,2023-04-21,2.5953,
2010,2010,20.285,21.014,165,167.58999633789062,JNJ,2022-08-23,2023-04-21,2.5953,
2011,2011,19.955,20.729,165,166.1300048828125,JNJ,2022-08-24,2023-04-21,2.5953,
2012,2012,19.656,20.674,165,165.5800018310547,JNJ,2022-08-25,2023-04-21,2.5953,
2013,2013,20.07,20.871,165,167.1300048828125,JNJ,2022-08-26,2023-04-21,2.5953,11.45
2014,2014,19.761,20.443,165,163.0,JNJ,2022-08-29,2023-04-21,2.5953,10.55
2015,2015,19.813,20.802,165,163.0,JNJ,2022-08-30,2023-04-21,2.5953,10.4
2016,2016,20.201,20.533,165,162.42999267578125,JNJ,2022-08-31,2023-04-21,2.5953,
2017,2017,20.205,20.975,165,161.33999633789062,JNJ,2022-09-01,2023-04-21,2.5953,11.25
2018,2018,20.036,20.73,165,165.33999633789062,JNJ,2022-09-02,2023-04-21,2.5953,
2019,2019,20.401,21.22,165,163.17999267578125,JNJ,2022-09-06,2023-04-21,2.5953,11.23
2020,2020,20.347,20.76,165,163.17999267578125,JNJ,2022-09-07,2023-04-21,2.5953,
2021,2021,20.298,20.681,165,164.07000732421875,JNJ,2022-09-08,2023-04-21,2.5953,11.13
2022,2022,20.083,20.582,165,165.38999938964844,JNJ,2022-09-09,2023-04-21,2.5953,11.89
2023,2023,20.31,20.637,165,165.63999938964844,JNJ,2022-09-12,2023-04-21,2.3001,11.45
2024,2024,20.508,21.299,165,165.63999938964844,JNJ,2022-09-13,2023-04-21,2.3001,9.9
2025,2025,20.816,21.17,165,161.3300018310547,JNJ,2022-09-14,2023-04-21,2.3001,11.35
2026,2026,20.993,21.208,165,164.66000366210938,JNJ,2022-09-15,2023-04-21,2.3001,
2027,2027,20.699,21.435,165,165.0800018310547,JNJ,2022-09-16,2023-04-21,2.3001,12.45
2028,2028,20.566,21.114,165,166.27999877929688,JNJ,2022-09-19,2023-04-21,2.3001,
2029,2029,20.787,21.291,165,166.27999877929688,JNJ,2022-09-20,2023-04-21,2.3001,
2030,2030,20.961,21.613,165,164.97000122070312,JNJ,2022-09-21,2023-04-21,2.3001,10.65
2031,2031,21.291,21.715,165,163.27999877929688,JNJ,2022-09-22,2023-04-21,2.3001,12.4
2032,2032,21.862,22.411,165,166.17999267578125,JNJ,2022-09-23,2023-04-21,2.3001,
2033,2033,22.952,22.527,165,165.6999969482422,JNJ,2022-09-26,2023-04-21,2.3001,12.52
2034,2034,22.68,23.175,165,165.6999969482422,JNJ,2022-09-27,2023-04-21,2.3001,
2035,2035,22.638,23.017,165,164.94000244140625,JNJ,2022-09-28,2023-04-21,2.3001,12.85
2036,2036,22.758,23.456,165,166.36000061035156,JNJ,2022-09-29,2023-04-21,2.3001,11.75
2037,2037,22.675,23.092,165,164.52999877929688,JNJ,2022-09-30,2023-04-21,2.3001,11.25
2038,2038,21.802,22.357,165,163.1999969482422,JNJ,2022-10-03,2023-04-21,2.3001,10.6
2039,2039,21.32,21.964,165,163.1999969482422,JNJ,2022-10-04,2023-04-21,2.3001,11.4
2040,2040,21.077,21.879,165,165.6199951171875,JNJ,2022-10-05,2023-04-21,2.3001,
2041,2041,20.874,21.357,165,165.11000061035156,JNJ,2022-10-06,2023-04-21,2.3001,9.68
2042,2042,20.935,21.875,165,161.91000366210938,JNJ,2022-10-07,2023-04-21,2.3001,8.5
2043,2043,21.265,21.663,165,160.41000366210938,JNJ,2022-10-10,2023-04-21,2.3001,8.6
2044,2044,21.267,22.003,165,160.41000366210938,JNJ,2022-10-11,2023-04-21,2.3001,10.3
2045,2045,36.617,7.25,135,155.35000610351562,AAPL,2022-07-22,2023-02-17,2.3001,
2046,2046,36.573,7.2,135,152.9499969482422,AAPL,2022-07-25,2023-02-17,2.3001,
2047,2047,36.282,7.9,135,152.9499969482422,AAPL,2022-07-26,2023-02-17,2.3001,
2048,2048,36.432,,135,151.60000610351562,AAPL,2022-07-27,2023-02-17,2.3001,
2049,2049,35.147,6.15,135,156.7899932861328,AAPL,2022-07-28,2023-02-17,2.3001,
2050,2050,34.386,4.9,135,157.35000610351562,AAPL,2022-07-29,2023-02-17,2.3001,33.8
2051,2051,34.986,5.1,135,161.50999450683594,AAPL,2022-08-01,2023-02-17,2.3001,
2052,2052,35.295,4.8,135,161.50999450683594,AAPL,2022-08-02,2023-02-17,2.3001,32.24
2053,2053,35.714,4.35,135,160.00999450683594,AAPL,2022-08-03,2023-02-17,2.3001,36.1
2054,2054,35.25,4.41,135,166.1300048828125,AAPL,2022-08-04,2023-02-17,2.3001,36.24
2055,2055,35.477,4.5,135,165.80999755859375,AAPL,2022-08-05,2023-02-17,2.3001,
2056,2056,35.465,4.33,135,164.8699951171875,AAPL,2022-08-08,2023-02-17,2.3001,36.35
2057,2057,35.951,4.55,135,164.8699951171875,AAPL,2022-08-09,2023-02-17,2.3001,36.7
2058,2058,35.669,3.8,135,164.9199981689453,AAPL,2022-08-10,2023-02-17,2.3001,38.8
2059,2059,36.179,3.8,135,169.24000549316406,AAPL,2022-08-11,2023-02-17,2.3001,39.55
2060,2060,34.817,3.25,135,168.49000549316406,AAPL,2022-08-12,2023-02-17,2.3001,41.13
2061,2061,34.683,3.05,135,173.19000244140625,AAPL,2022-08-15,2023-02-17,2.3001,43.0
2062,2062,35.048,3.05,135,173.19000244140625,AAPL,2022-08-16,2023-02-17,2.3001,42.98
2063,2063,36.024,3.1,135,173.02999877929688,AAPL,2022-08-17,2023-02-17,2.3001,45.01
2064,2064,36.74,3.31,135,174.5500030517578,AAPL,2022-08-18,2023-02-17,2.3001,44.0
2065,2065,36.437,3.54,135,174.14999389648438,AAPL,2022-08-19,2023-02-17,2.3001,43.7
2066,2066,36.658,4.05,135,167.57000732421875,AAPL,2022-08-22,2023-02-17,2.3001,
2067,2067,36.501,4.05,135,167.57000732421875,AAPL,2022-08-23,2023-02-17,2.3001,38.34
2068,2068,36.091,3.85,135,167.22999572753906,AAPL,2022-08-24,2023-02-17,2.3001,
2069,2069,35.85,3.65,135,167.52999877929688,AAPL,2022-08-25,2023-02-17,2.3001,
2070,2070,37.506,4.7,135,170.02999877929688,AAPL,2022-08-26,2023-02-17,2.3001,36.3
2071,2071,37.037,5.0,135,161.3800048828125,AAPL,2022-08-29,2023-02-17,2.3001,33.55
2072,2072,36.505,5.45,135,161.3800048828125,AAPL,2022-08-30,2023-02-17,2.3001,31.0
2073,2073,37.215,5.45,135,158.91000366210938,AAPL,2022-08-31,2023-02-17,2.3001,31.95
2074,2074,36.016,5.55,135,157.22000122070312,AAPL,2022-09-01,2023-02-17,2.3001,28.2
2075,2075,36.248,5.8,135,157.9600067138672,AAPL,2022-09-02,2023-02-17,2.3001,28.59
2076,2076,36.964,6.17,135,154.52999877929688,AAPL,2022-09-06,2023-02-17,2.3001,27.35
2077,2077,36.14,5.45,135,154.52999877929688,AAPL,2022-09-07,2023-02-17,2.3001,28.35
